Time(UTC) - 3,index, UnixTime(UTC),Real,Imaginária
2017-02-21 10:30:00,4395.0,1487683800.0,1.465337922719932,0.016277091482164704
2017-02-21 11:00:00,4396.0,1487685600.0,1.4633596371417734,0.014232391865411281
2017-02-21 11:30:00,4397.0,1487687400.0,1.4667732201455963,0.013513814516993617
2017-02-21 12:00:00,4398.0,1487689200.0,1.4565702803898555,0.011203013674971818
2017-02-21 12:30:00,4399.0,1487691000.0,1.477280889292113,0.010458263410518665
2017-02-21 13:00:00,4400.0,1487692800.0,1.4728051004087406,0.011132896626148006
2017-02-21 13:30:00,4401.0,1487694600.0,1.4727874931606,0.007276114244195128
2017-02-21 14:00:00,4402.0,1487696400.0,1.461761956686359,0.008182933294934639
2017-02-21 14:30:00,4403.0,1487698200.0,1.4555143902637162,0.01058558132406053
2017-02-21 16:30:00,4407.0,1487705400.0,1.4440752534220636,0.007259430810749625
2017-02-21 17:00:00,4408.0,1487707200.0,1.4641924180856187,0.008640766382161122
2017-02-21 17:30:00,4409.0,1487709000.0,1.4623304431841235,0.008766438873332618
2017-02-21 18:00:00,4410.0,1487710800.0,1.438137903830811,0.008462053661141175
2017-02-21 18:30:00,4411.0,1487712600.0,1.4610188201317322,0.014231566809865967
2017-02-21 19:00:00,4412.0,1487714400.0,1.4636217388502488,0.03385864881892416
2017-02-21 19:30:00,4413.0,1487716200.0,1.4725639414878926,0.021873492982800693
2017-02-21 20:00:00,4414.0,1487718000.0,1.4746994672603468,0.014189834693914181
2017-02-21 20:30:00,4415.0,1487719800.0,1.5449442822601254,0.009968251358866668
2017-02-21 21:00:00,4416.0,1487721600.0,1.5798735570390063,0.011741030762152138
2017-02-22 09:30:00,4441.0,1487766600.0,1.4796587188975467,0.015674513783864957
2017-02-22 10:00:00,4442.0,1487768400.0,1.4577657608384,0.020697145129870895
2017-02-22 10:30:00,4443.0,1487770200.0,1.5177773969079913,0.033055464396991564
2017-02-22 11:00:00,4444.0,1487772000.0,1.4341600074163474,0.0417229884033415
2017-02-22 11:30:00,4445.0,1487773800.0,1.4401465026930167,0.037011514643337205
2017-02-22 12:00:00,4446.0,1487775600.0,1.4620522616399458,0.04541511718480427
2017-02-22 12:30:00,4447.0,1487777400.0,1.473801369476541,0.03249616127172267
2017-02-22 13:00:00,4448.0,1487779200.0,1.4074823537911516,0.048256707425962074
2017-02-22 13:30:00,4449.0,1487781000.0,1.4313973692025248,0.02494768652983176
2017-02-22 14:00:00,4450.0,1487782800.0,1.376784013809485,0.019653830557791376
2017-02-22 14:30:00,4451.0,1487784600.0,1.3029947262186463,0.016686474248171202
2017-02-22 18:00:00,4458.0,1487797200.0,1.4311911075771502,0.00935151304210904
2017-02-22 18:30:00,4459.0,1487799000.0,1.3531878885931492,0.025641910354006463
2017-02-22 19:00:00,4460.0,1487800800.0,1.3438650176217848,0.0268615682942609
2017-02-22 19:30:00,4461.0,1487802600.0,1.3238244843837654,0.027277939850744136
2017-02-23 08:00:00,4486.0,1487847600.0,1.4228689638163843,0.03349215322285762
2017-02-23 08:30:00,4487.0,1487849400.0,1.4066692656843027,0.0319034087833795
2017-02-23 09:00:00,4488.0,1487851200.0,1.447147033269288,0.019296661327554056
2017-02-23 11:00:00,4492.0,1487858400.0,1.423620816279549,0.03539275883931006
2017-02-23 11:30:00,4493.0,1487860200.0,1.4078297466878116,0.04596570500087136
2017-02-23 12:00:00,4494.0,1487862000.0,1.3993256651527652,0.015809327506184
2017-02-23 12:30:00,4495.0,1487863800.0,1.451656803242653,0.03501965115787183
2017-02-23 14:00:00,4498.0,1487869200.0,1.411438730703972,0.04186918948471624
2017-02-23 14:30:00,4499.0,1487871000.0,1.4030259611548581,0.014929380118252842
2017-02-23 15:00:00,4500.0,1487872800.0,1.4241184934655138,0.04839144936718757
2017-02-23 15:30:00,4501.0,1487874600.0,1.4000544425822448,0.023026490082283413
2017-02-23 16:00:00,4502.0,1487876400.0,1.4267072349323935,0.010200566410252108
2017-02-23 17:00:00,4504.0,1487880000.0,1.4151670341108546,0.028774905788821803
2017-02-23 17:30:00,4505.0,1487881800.0,1.457425595088653,0.02430470141590151
2017-02-23 18:00:00,4506.0,1487883600.0,1.379713785868671,0.015452917832615458
2017-02-23 18:30:00,4507.0,1487885400.0,1.3507479742228488,0.02363277621584568
2017-02-23 19:00:00,4508.0,1487887200.0,1.3734668754908481,0.024132518817767463
2017-02-23 19:30:00,4509.0,1487889000.0,1.3861660256949142,0.024971654617435744
2017-02-23 20:00:00,4510.0,1487890800.0,1.3990366425619885,0.021244160022741494
2017-02-23 20:30:00,4511.0,1487892600.0,1.3626395443240777,0.021257815268379218
2017-02-23 21:00:00,4512.0,1487894400.0,1.435222531558423,0.013134625003438476
2017-02-23 21:30:00,4513.0,1487896200.0,1.4226692047229819,0.015166146691189127
2017-02-23 22:00:00,4514.0,1487898000.0,1.275587300531708,0.01941741002962521
2017-02-23 22:30:00,4515.0,1487899800.0,1.2756000645571792,0.02323806183960304
2017-02-23 23:00:00,4516.0,1487901600.0,1.2891623371411334,0.028857300370904202
2017-02-23 23:30:00,4517.0,1487903400.0,1.3904144451479847,0.025854056791141042
2017-02-24 00:00:00,4518.0,1487905200.0,1.3898694500249145,0.007724581997513028
2017-02-24 00:30:00,4519.0,1487907000.0,1.3484497808328737,0.019964334852241174
2017-02-24 01:00:00,4520.0,1487908800.0,1.3834808540702324,0.01816239710538837
2017-02-24 01:30:00,4521.0,1487910600.0,1.475973155355147,0.027640046117958336
2017-02-24 02:00:00,4522.0,1487912400.0,1.3858643681301925,0.01110542653708818
2017-02-24 02:30:00,4523.0,1487914200.0,1.3948515889013242,0.0454005340387199
